Bank Name,city,stalp,zip,RepDte,Reporting Year,Employees,Total Assets(000),CashBalance(000),Total Liabilities/Capital (000),Liabilities(000),Deposits
MORTON COMMUNITY BANK,Morton,IL,61550,9/30/2020,2020,422,4511678,98266,4511678,4050474,3644054
MORTON COMMUNITY BANK,Morton,IL,61550,9/30/2021,2021,421,4916204,253735,4916204,4436136,4090678
MOUNTAINONE BANK,North Adams,MA,1247,9/30/2019,2019,161,898895,20625,898895,787914,646133
MOUNTAINONE BANK,North Adams,MA,1247,9/30/2020,2020,165,907543,42586,907543,790472,754920
MOUNTAINONE BANK,North Adams,MA,1247,9/30/2021,2021,154,877566,98989,877566,752017,727797
"MUFG UNION BANK, NATIONAL ASSOCIATION",San Francisco,CA,94104,9/30/2019,2019,12468,134715480,10631363,134715480,119736679,97755940
"MUFG UNION BANK, NATIONAL ASSOCIATION",San Francisco,CA,94104,9/30/2020,2020,12897,132479115,14894391,132479115,116874246,102990573
"MUFG UNION BANK, NATIONAL ASSOCIATION",San Francisco,CA,94104,9/30/2021,2021,12864,133260073,16414971,133260073,117055502,104167946
MUNICIPAL TRUST AND SAVINGS BANK,Bourbonnais,IL,60914,9/30/2019,2019,48,317922,97851,317922,265153,254700
MUNICIPAL TRUST AND SAVINGS BANK,Bourbonnais,IL,60914,9/30/2020,2020,54,324366,89397,324366,274357,262482
MUNICIPAL TRUST AND SAVINGS BANK,Bourbonnais,IL,60914,9/30/2021,2021,57,351468,103355,351468,300228,289185
MURPHY BANK,Fresno,CA,93704,9/30/2019,2019,33,309342,41956,309342,276045,266808
MURPHY BANK,Fresno,CA,93704,9/30/2020,2020,31,319605,43000,319605,283723,265757
MURPHY BANK,Fresno,CA,93704,9/30/2021,2021,33,351517,40515,351517,311248,307152
MURPHY-WALL STATE BANK AND TRUST COMPANY,Pinckneyville,IL,62274,9/30/2019,2019,43,128520,7601,128520,112886,112169
MURPHY-WALL STATE BANK AND TRUST COMPANY,Pinckneyville,IL,62274,9/30/2020,2020,46,153649,16101,153649,137135,132175
MURPHY-WALL STATE BANK AND TRUST COMPANY,Pinckneyville,IL,62274,9/30/2021,2021,45,160611,9951,160611,143901,143591
MUTUAL FEDERAL BANK,Chicago,IL,60608,9/30/2019,2019,41,71805,10114,71805,58004,57195
MUTUAL FEDERAL BANK,Chicago,IL,60608,9/30/2020,2020,42,98159,10965,98159,83324,63500
MUTUAL FEDERAL BANK,Chicago,IL,60608,9/30/2021,2021,48,96835,30564,96835,81500,70541
MUTUALONE BANK,Framingham,MA,1701,9/30/2019,2019,91,983289,108883,983289,816420,794132
MUTUALONE BANK,Framingham,MA,1701,9/30/2020,2020,92,974144,48177,974144,790940,748590
MUTUALONE BANK,Framingham,MA,1701,9/30/2021,2021,91,1009470,79708,1009470,811455,785971
NANO BANC,Irvine,CA,92618,9/30/2019,2019,60,910381,224076,910381,831094,827334
NANO BANC,Irvine,CA,92618,9/30/2020,2020,70,1366675,461984,1366675,1261297,1207879
NANO BANC,Irvine,CA,92618,9/30/2021,2021,83,1221330,153627,1221330,1089752,1049252
NASHVILLE SAVINGS BANK,Nashville,IL,62263,9/30/2019,2019,6,60671,2857,60671,52415,52177
NASHVILLE SAVINGS BANK,Nashville,IL,62263,9/30/2020,2020,6,71348,7232,71348,62494,58209
NASHVILLE SAVINGS BANK,Nashville,IL,62263,9/30/2021,2021,6,80115,3763,80115,70827,66590
NATIONAL BANK OF NEW YORK CITY,Flushing,NY,11354,9/30/2019,2019,27,228125,20016,228125,187547,166388
NATIONAL BANK OF NEW YORK CITY,Flushing,NY,11354,9/30/2020,2020,26,207503,23896,207503,167307,146801
NATIONAL BANK OF NEW YORK CITY,Flushing,NY,11354,9/30/2021,2021,27,210160,32777,210160,173578,154770
NATIONAL BANK OF ST. ANNE,St. Anne,IL,60964,9/30/2019,2019,20,74758,15422,74758,65857,65141
NATIONAL BANK OF ST. ANNE,St. Anne,IL,60964,9/30/2020,2020,23,95708,13915,95708,85621,81156
NATIONAL BANK OF ST. ANNE,St. Anne,IL,60964,9/30/2021,2021,26,110895,16170,110895,98744,98161
"NBT BANK, NATIONAL ASSOCIATION",Norwich,NY,13815,9/30/2019,2019,1527,9591370,272083,9591369,8463807,7795723
"NBT BANK, NATIONAL ASSOCIATION",Norwich,NY,13815,9/30/2020,2020,1512,10761572,615278,10761572,9473200,9006325
"NBT BANK, NATIONAL ASSOCIATION",Norwich,NY,13815,9/30/2021,2021,1503,11905119,1343424,11905119,10548589,10250613
NEEDHAM BANK,Needham,MA,2492,9/30/2019,2019,200,2345536,54679,2345536,2057717,1719621
NEEDHAM BANK,Needham,MA,2492,9/30/2020,2020,225,2568792,29551,2568792,2265506,2041189
NEEDHAM BANK,Needham,MA,2492,9/30/2021,2021,256,2933206,511109,2933206,2613799,2532049
NEIGHBORHOOD NATIONAL BANK,San Diego,CA,92113,9/30/2019,2019,36,68110,8150,68110,57262,50804
NEIGHBORHOOD NATIONAL BANK,San Diego,CA,92113,9/30/2020,2020,32,135407,2922,135407,124794,76705
NEIGHBORHOOD NATIONAL BANK,El Cajon,CA,92019,9/30/2021,2021,25,115990,2224,115990,104950,83563
"NEW OMNI BANK, NATIONAL ASSOCIATION",Alhambra,CA,91801,9/30/2019,2019,72,482743,96770,482743,413830,370298
"NEW OMNI BANK, NATIONAL ASSOCIATION",Alhambra,CA,91801,9/30/2020,2020,64,523693,37964,523693,449136,394743
"NEW OMNI BANK, NATIONAL ASSOCIATION",Alhambra,CA,91801,9/30/2021,2021,67,535900,73360,535900,457065,412035
NEW VALLEY BANK & TRUST,Springfield,MA,1144,9/30/2019,2019,15,45395,9220,45395,24507,23995
NEW VALLEY BANK & TRUST,Springfield,MA,1144,9/30/2020,2020,20,210327,19115,210327,190390,116595
NEW VALLEY BANK & TRUST,Springfield,MA,1144,9/30/2021,2021,26,242005,38138,242005,220662,220215
NEW YORK COMMUNITY BANK,Westbury,NY,11590,9/30/2019,2019,2774,52513906,849374,52513906,45355071,31752405
NEW YORK COMMUNITY BANK,Hicksville,NY,11801,9/30/2020,2020,2751,54908208,1446227,54908208,47678210,31854977
NEW YORK COMMUNITY BANK,Hicksville,NY,11801,9/30/2021,2021,2717,57845769,2009544,57845769,50391601,34759539
NEWBANK,Flushing,NY,11354,9/30/2019,2019,46,447929,177988,447929,398152,387646
NEWBANK,Flushing,NY,11354,9/30/2020,2020,48,477045,176295,477045,425341,414164
NEWBANK,Flushing,NY,11354,9/30/2021,2021,51,553555,231217,553555,494948,481433
NEWBURYPORT FIVE CENTS SAVINGS BANK,Newburyport,MA,1950,9/30/2019,2019,165,1012426,17923,1012426,884901,775741
NEWBURYPORT FIVE CENTS SAVINGS BANK,Newburyport,MA,1950,9/30/2020,2020,166,1185617,29252,1185617,1047971,869170
NEWBURYPORT FIVE CENTS SAVINGS BANK,Newburyport,MA,1950,9/30/2021,2021,179,1260795,67137,1260795,1123582,1081704
NOKOMIS SAVINGS BANK,Nokomis,IL,62075,9/30/2019,2019,7,28744,657,28744,23737,18933
NOKOMIS SAVINGS BANK,Nokomis,IL,62075,9/30/2020,2020,6,33908,4324,33908,28792,20689
NOKOMIS SAVINGS BANK,Nokomis,IL,62075,9/30/2021,2021,5,33235,2934,33235,28148,23059
NORTH ADAMS STATE BANK,Ursa,IL,62376,9/30/2019,2019,13,38456,4302,38456,32649,31760
NORTH ADAMS STATE BANK,Ursa,IL,62376,9/30/2020,2020,12,43770,7056,43769,37565,33054
NORTH ADAMS STATE BANK,Ursa,IL,62376,9/30/2021,2021,12,48790,9827,48790,42195,37939
NORTH BROOKFIELD SAVINGS BANK,North Brookfield,MA,1535,9/30/2019,2019,67,319910,8228,319910,281887,251045
NORTH BROOKFIELD SAVINGS BANK,North Brookfield,MA,1535,9/30/2020,2020,55,338102,22551,338103,298349,282835
NORTH BROOKFIELD SAVINGS BANK,North Brookfield,MA,1535,9/30/2021,2021,66,352525,28785,352525,312819,303116
NORTH CAMBRIDGE CO-OPERATIVE BANK,Cambridge,MA,2140,9/30/2019,2019,10,91564,18263,91564,70100,69776
NORTH CAMBRIDGE CO-OPERATIVE BANK,Cambridge,MA,2140,9/30/2020,2020,10,89614,26891,89614,68143,67811
NORTH CAMBRIDGE CO-OPERATIVE BANK,Cambridge,MA,2140,9/30/2021,2021,10,89617,26980,89617,67303,66669
NORTH CENTRAL BANK,Hennepin,IL,61327,9/30/2019,2019,25,124888,12816,124888,107491,103179
NORTH CENTRAL BANK,Hennepin,IL,61327,9/30/2020,2020,24,134968,18876,134967,115762,106952
NORTH CENTRAL BANK,Hennepin,IL,61327,9/30/2021,2021,24,153707,11705,153707,134324,125507
NORTH COUNTY SAVINGS BANK,Red Bud,IL,62278,9/30/2019,2019,12,54340,17037,54340,49509,49372
NORTH COUNTY SAVINGS BANK,Red Bud,IL,62278,9/30/2020,2020,12,59976,20924,59976,54953,54853
NORTH COUNTY SAVINGS BANK,Red Bud,IL,62278,9/30/2021,2021,13,67369,20364,67369,62225,62138
NORTH EASTON SAVINGS BANK,South Easton,MA,2375,9/30/2019,2019,184,1135321,64523,1135321,1021142,967567
NORTH EASTON SAVINGS BANK,South Easton,MA,2375,9/30/2020,2020,189,1251586,74422,1251586,1133061,1091234
NORTH EASTON SAVINGS BANK,South Easton,MA,2375,9/30/2021,2021,183,1370255,85358,1370255,1242103,1221879
"NORTH SHORE BANK, A CO-OPERATIVE BANK",Peabody,MA,1960,9/30/2019,2019,140,906913,51555,906913,806883,747928
"NORTH SHORE BANK, A CO-OPERATIVE BANK",Peabody,MA,1960,9/30/2020,2020,197,1508463,139151,1508463,1354470,1311268
"NORTH SHORE BANK, A CO-OPERATIVE BANK",Peabody,MA,1960,9/30/2021,2021,188,1593271,266030,1593271,1424789,1400241
NORTH SHORE TRUST AND SAVINGS,Waukegan,IL,60085,9/30/2019,2019,40,224465,39037,224466,179012,176044
NORTH SHORE TRUST AND SAVINGS,Waukegan,IL,60085,9/30/2020,2020,36,238758,46551,238758,193196,186207
NORTH SHORE TRUST AND SAVINGS,Waukegan,IL,60085,9/30/2021,2021,35,259426,48438,259426,214524,207241
NORTH SIDE FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHICAGO,Chicago,IL,60640,9/30/2019,2019,9,39666,5867,39666,35678,33412
NORTH SIDE FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHICAGO,Chicago,IL,60640,9/30/2020,2020,9,47243,8449,47243,43277,37828
NORTH SIDE FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHICAGO,Chicago,IL,60640,9/30/2021,2021,9,51088,13674,51088,47643,43313
NORTHBROOK BANK AND TRUST COMPANY,Northbrook,IL,60062,9/30/2019,2019,94,2872636,424632,2872636,2597185,2532026
"NORTHBROOK BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",Northbrook,IL,60062,9/30/2020,2020,93,3377313,479990,3377313,3085600,2946184
"NORTHBROOK BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",Northbrook,IL,60062,9/30/2021,2021,97,4137711,957791,4137711,3810950,3669154
NORTHEAST COMMUNITY BANK,White Plains,NY,10601,9/30/2019,2019,118,1031290,197181,1031290,904411,869560
NORTHEAST COMMUNITY BANK,White Plains,NY,10601,9/30/2020,2020,121,951247,69093,951247,812428,766876
NORTHEAST COMMUNITY BANK,White Plains,NY,10601,9/30/2021,2021,128,1097105,102094,1097105,907044,856676
NORTHERN BANK & TRUST COMPANY,Woburn,MA,1801,9/30/2019,2019,218,2148380,108536,2148380,1893110,1796878
NORTHERN BANK & TRUST COMPANY,Woburn,MA,1801,9/30/2020,2020,223,2677239,343519,2677239,2379550,2150836
NORTHERN BANK & TRUST COMPANY,Woburn,MA,1801,9/30/2021,2021,224,2654610,352571,2654610,2304673,2269741
NORTHERN CALIFORNIA NATIONAL BANK,Chico,CA,95926,9/30/2019,2019,26,264781,99490,264781,239264,238180
NORTHERN CALIFORNIA NATIONAL BANK,Chico,CA,95926,9/30/2020,2020,28,312343,80696,312343,282933,275929
NORTHFIELD BANK,Staten Island,NY,10314,9/30/2019,2019,382,4810350,69258,4810350,4179802,3388040
NORTHFIELD BANK,Staten Island,NY,10314,9/30/2020,2020,394,5596227,350559,5596227,4898142,4176267
NORTHFIELD BANK,Staten Island,NY,10314,9/30/2021,2021,370,5398860,173414,5398860,4708907,4192244
NORTHMARK BANK,North Andover,MA,1845,9/30/2019,2019,49,365669,18725,365668,318886,308843
NORTHMARK BANK,North Andover,MA,1845,9/30/2020,2020,44,417301,59552,417301,367910,349660
NORTHMARK BANK,North Andover,MA,1845,9/30/2021,2021,44,458468,96297,458468,406175,392749
NORTHSIDE COMMUNITY BANK,Gurnee,IL,60031,9/30/2019,2019,39,240838,22024,240838,185031,178930
NORTHSIDE COMMUNITY BANK,Gurnee,IL,60031,9/30/2020,2020,39,278005,40259,278005,220312,209808
NORTHSIDE COMMUNITY BANK,Gurnee,IL,60031,9/30/2021,2021,35,291592,62832,291592,232092,220018
NORTHWEST BANK OF ROCKFORD,Rockford,IL,61101,9/30/2019,2019,76,285868,12523,285868,257571,244307
NORTHWEST BANK OF ROCKFORD,Rockford,IL,61101,9/30/2020,2020,78,338535,7839,338535,309257,283697
NORTHWEST BANK OF ROCKFORD,Rockford,IL,61101,9/30/2021,2021,71,397927,79775,397927,364917,324612
NORWOOD CO-OPERATIVE BANK,Norwood,MA,2062,9/30/2019,2019,53,571595,7559,571595,494370,462815
NORWOOD CO-OPERATIVE BANK,Norwood,MA,2062,9/30/2020,2020,52,628903,39679,628903,546885,510516
NORWOOD CO-OPERATIVE BANK,Norwood,MA,2062,9/30/2021,2021,51,690126,108007,690126,598422,573181
OAK VALLEY COMMUNITY BANK,Oakdale,CA,95361,9/30/2019,2019,182,1101057,106009,1101057,991950,978132
OAK VALLEY COMMUNITY BANK,Oakdale,CA,95361,9/30/2020,2020,187,1448980,120890,1448980,1325335,1311454
OAK VALLEY COMMUNITY BANK,Oakdale,CA,95361,9/30/2021,2021,196,1856700,623408,1856700,1717076,1701287
OAKDALE STATE BANK,Oakdale,IL,62268,9/30/2019,2019,5,20986,4482,20986,18368,18248
OAKDALE STATE BANK,Oakdale,IL,62268,9/30/2020,2020,5,23414,3873,23414,20656,20556
OAKDALE STATE BANK,Oakdale,IL,62268,9/30/2021,2021,5,25010,4458,25010,22166,22087
"OLD PLANK TRAIL COMMUNITY BANK, NATIONAL ASSOCIATION",New Lenox,IL,60451,9/30/2019,2019,150,1655908,131073,1655908,1486915,1450872
"OLD PLANK TRAIL COMMUNITY BANK, NATIONAL ASSOCIATION",New Lenox,IL,60451,9/30/2020,2020,152,1994257,314681,1994257,1823603,1779323
"OLD PLANK TRAIL COMMUNITY BANK, NATIONAL ASSOCIATION",New Lenox,IL,60451,9/30/2021,2021,136,2133923,147257,2133923,1945299,1907867
OLD SECOND NATIONAL BANK,Aurora,IL,60506,9/30/2019,2019,532,2611102,54037,2611102,2253485,2086762
OLD SECOND NATIONAL BANK,Aurora,IL,60506,9/30/2020,2020,527,2981114,313140,2981114,2629455,2519101
OLD SECOND NATIONAL BANK,Aurora,IL,60506,9/30/2021,2021,523,3276400,519253,3276400,2893362,2806168
ONEUNITED BANK,Boston,MA,2110,9/30/2019,2019,95,650210,17854,650210,604568,365383
ONEUNITED BANK,Boston,MA,2110,9/30/2020,2020,93,683653,80153,683653,640131,423960
ONEUNITED BANK,Boston,MA,2110,9/30/2021,2021,101,634946,29450,634946,580502,469430
OPEN BANK,Los Angeles,CA,90017,9/30/2019,2019,171,1151623,89107,1151623,1017265,998916
OPEN BANK,Los Angeles,CA,90017,9/30/2020,2020,167,1339959,87983,1339960,1202609,1174500
OPEN BANK,Los Angeles,CA,90017,9/30/2021,2021,188,1679733,188241,1679733,1523811,1498855
OPUS BANK,Irvine,CA,92612,9/30/2019,2019,737,7771343,286276,7771343,6688300,6282057
ORANGE BANK &TRUST COMPANY,Middletown,NY,10940,9/30/2019,2019,170,1235431,65663,1235431,1131559,1114720
ORANGE BANK &TRUST COMPANY,Middletown,NY,10940,9/30/2020,2020,170,1715865,259702,1715865,1593050,1576762
ORANGE BANK &TRUST COMPANY,Middletown,NY,10940,9/30/2021,2021,180,2166815,390065,2166815,1997059,1978515
OSB COMMUNITY BANK,Ottawa,IL,61350,9/30/2021,2021,56,342948,8442,342948,295754,274480
OTTAWA SAVINGS BANK,Ottawa,IL,61350,9/30/2019,2019,64,304040,14250,304040,257877,242505
OTTAWA SAVINGS BANK,Ottawa,IL,61350,9/30/2020,2020,52,310402,10897,310402,264248,242586
OXFORD BANK & TRUST,Oak Brook,IL,60523,9/30/2019,2019,113,583189,11424,583189,523080,505914
OXFORD BANK & TRUST,Oak Brook,IL,60523,9/30/2020,2020,112,717578,59035,717578,646427,618315
OXFORD BANK & TRUST,Oak Brook,IL,60523,9/30/2021,2021,110,743200,310328,743200,675730,658994
PACIFIC ALLIANCE BANK,Rosemead,CA,91770,9/30/2019,2019,35,276757,35856,276757,238243,229727
PACIFIC ALLIANCE BANK,Rosemead,CA,91770,9/30/2020,2020,35,358668,53635,358668,317737,296219
PACIFIC ALLIANCE BANK,Rosemead,CA,91770,9/30/2021,2021,36,372918,35323,372918,329014,317459
PACIFIC CITY BANK,Los Angeles,CA,90010,9/30/2019,2019,249,1699395,121911,1699395,1477345,1434785
PACIFIC CITY BANK,Los Angeles,CA,90010,9/30/2020,2020,252,2021119,257382,2021119,1795549,1650798
PACIFIC CITY BANK,Los Angeles,CA,90010,9/30/2021,2021,249,2104632,214973,2104632,1862199,1837743
PACIFIC COAST BANKERS' BANK,Walnut Creek,CA,94596,9/30/2019,2019,104,879943,194123,879943,788131,678315
PACIFIC COAST BANKERS' BANK,Walnut Creek,CA,94596,9/30/2020,2020,102,1300428,322487,1300428,1168327,1012126
PACIFIC COAST BANKERS' BANK,Walnut Creek,CA,94596,9/30/2021,2021,105,1364568,635470,1364568,1228782,1186422
PACIFIC ENTERPRISE BANK,Irvine,CA,92614,9/30/2019,2019,106,486699,101186,486699,436435,414344
PACIFIC ENTERPRISE BANK,Irvine,CA,92614,9/30/2020,2020,89,619183,53072,619183,564952,483684
PACIFIC ENTERPRISE BANK,Irvine,CA,92614,9/30/2021,2021,92,578918,63485,578918,516893,419062
PACIFIC GLOBAL BANK,Chicago,IL,60616,9/30/2019,2019,43,224533,16316,224533,199309,196868
PACIFIC MERCANTILE BANK,Costa Mesa,CA,92626,9/30/2019,2019,169,1437734,213276,1437734,1278875,1220490
PACIFIC MERCANTILE BANK,Costa Mesa,CA,92626,9/30/2020,2020,145,1617448,280126,1617448,1450758,1409886
PACIFIC MERCANTILE BANK,Costa Mesa,CA,92626,9/30/2021,2021,118,1490319,454039,1490319,1307284,1292299
PACIFIC PREMIER BANK,Irvine,CA,92614,9/30/2019,2019,998,11811502,430426,11811502,9616623,8890124
PACIFIC PREMIER BANK,Irvine,CA,92614,9/30/2020,2020,1537,19841091,1105922,19841091,16913094,16488838
PACIFIC PREMIER BANK,Irvine,CA,92614,9/30/2021,2021,1524,21007729,325028,21007729,17865633,17533543
PACIFIC VALLEY BANK,Salinas,CA,93901,9/30/2019,2019,47,340345,54331,340345,305206,303521
PACIFIC VALLEY BANK,Salinas,CA,93901,9/30/2020,2020,49,420189,63102,420188,381976,380349
PACIFIC VALLEY BANK,Salinas,CA,93901,9/30/2021,2021,50,473384,69074,473384,431084,428275
PACIFIC WESTERN BANK,Beverly Hills,CA,90212,9/30/2019,2019,1807,26682657,731358,26682657,21476789,19839151
PACIFIC WESTERN BANK,Beverly Hills,CA,90212,9/30/2020,2020,1752,28403865,2949816,28403865,24643536,24086958
PACIFIC WESTERN BANK,Beverly Hills,CA,90212,9/30/2021,2021,2100,35841196,3425757,35841196,31673191,30702591
PAN AMERICAN BANK & TRUST,Melrose Park,IL,60160,9/30/2019,2019,57,378607,13677,378608,344098,342931
PAN AMERICAN BANK & TRUST,Melrose Park,IL,60160,9/30/2020,2020,47,376017,26366,376017,340786,335566
PAN AMERICAN BANK & TRUST,Melrose Park,IL,60160,9/30/2021,2021,46,420679,23527,420679,383656,376945
PARK RIDGE COMMUNITY BANK,Park Ridge,IL,60068,9/30/2019,2019,25,320589,17716,320589,274669,267786
PARK RIDGE COMMUNITY BANK,Park Ridge,IL,60068,9/30/2020,2020,26,382718,33231,382718,334222,324091
PARK RIDGE COMMUNITY BANK,Park Ridge,IL,60068,9/30/2021,2021,29,444612,79586,444612,381846,370532
PARKWAY BANK AND TRUST COMPANY,Harwood Heights,IL,60656,9/30/2019,2019,322,2620907,272108,2620907,2316716,2114765
PARKWAY BANK AND TRUST COMPANY,Harwood Heights,IL,60656,9/30/2020,2020,289,2786955,332080,2786955,2483983,2111176
PARKWAY BANK AND TRUST COMPANY,Harwood Heights,IL,60656,9/30/2021,2021,302,2892278,393481,2892278,2567813,2290839
PARTNERS BANK OF CALIFORNIA,Mission Viejo,CA,92691,9/30/2019,2019,39,284677,42683,284677,252591,240966
PARTNERS BANK OF CALIFORNIA,Mission Viejo,CA,92691,9/30/2020,2020,42,438080,72779,438080,402898,321878
PARTNERS BANK OF CALIFORNIA,Mission Viejo,CA,92691,9/30/2021,2021,39,399809,89109,399809,360701,327491
PATHFINDER BANK,Oswego,NY,13126,9/30/2019,2019,154,1052290,39769,1052290,971436,882300
PATHFINDER BANK,Oswego,NY,13126,9/30/2020,2020,161,1196978,38976,1196978,1098606,1007461
PATHFINDER BANK,Oswego,NY,13126,9/30/2021,2021,157,1257968,75235,1257968,1140128,1061310
PATRIOT COMMUNITY BANK,Woburn,MA,1801,9/30/2019,2019,21,187158,46185,187157,161495,159957
PATRIOT COMMUNITY BANK,Woburn,MA,1801,9/30/2020,2020,26,197706,64094,197706,169835,168579
PATRIOT COMMUNITY BANK,Woburn,MA,1801,9/30/2021,2021,24,215694,80437,215694,185219,183541
PCSB BANK,Brewster,NY,10509,9/30/2019,2019,173,1655453,34066,1655453,1440913,1293568
PCSB BANK,Brewster,NY,10509,9/30/2020,2020,168,1790028,160836,1790028,1566625,1421949
PCSB BANK,Brewster,NY,10509,9/30/2021,2021,162,1872147,145174,1872147,1631237,1534609
PENTUCKET BANK,Haverhill,MA,1830,9/30/2019,2019,133,793703,21970,793703,698365,653690
PENTUCKET BANK,Haverhill,MA,1830,9/30/2020,2020,118,890499,33303,890499,793065,724775
PENTUCKET BANK,Haverhill,MA,1830,9/30/2021,2021,117,932686,44508,932686,825094,777773
PEOPLEFIRST BANK,Joliet,IL,60435,9/30/2019,2019,29,138482,12204,138482,120945,109620
PEOPLEFIRST BANK,Joliet,IL,60435,9/30/2020,2020,29,172089,34697,172089,153034,139679
PEOPLEFIRST BANK,Joliet,IL,60435,9/30/2021,2021,30,209900,45192,209900,188036,175430
PEOPLES BANK & TRUST,Pana,IL,62557,9/30/2019,2019,76,429232,8476,429232,385683,377511
PEOPLES BANK & TRUST,Pana,IL,62557,9/30/2020,2020,68,479962,8390,479962,435472,410211
PEOPLES BANK & TRUST,Pana,IL,62557,9/30/2021,2021,64,559429,7205,559429,509260,474024
PEOPLES BANK OF KANKAKEE COUNTY,Bourbonnais,IL,60914,9/30/2019,2019,53,220922,27205,220922,202867,168527
PEOPLES BANK OF KANKAKEE COUNTY,Bourbonnais,IL,60914,9/30/2020,2020,50,275316,25284,275316,252890,221675
PEOPLES BANK OF KANKAKEE COUNTY,Bourbonnais,IL,60914,9/30/2021,2021,53,314303,42560,314303,290664,254409
PEOPLES BANK OF MACON,Macon,IL,62544,9/30/2019,2019,4,20697,3413,20697,17755,17092
PEOPLES BANK OF MACON,Macon,IL,62544,9/30/2020,2020,4,22612,6613,22612,19674,19014
PEOPLES BANK OF MACON,Macon,IL,62544,9/30/2021,2021,4,25670,9891,25670,22768,22108
"PEOPLES NATIONAL BANK , N.A.",Mount Vernon,IL,62864,9/30/2019,2019,270,1211565,53455,1211565,1096954,1020954
"PEOPLES NATIONAL BANK , N.A.",Mount Vernon,IL,62864,9/30/2020,2020,290,1468081,120704,1468081,1349953,1161895
"PEOPLES NATIONAL BANK , N.A.",Mount Vernon,IL,62864,9/30/2021,2021,284,1513664,190927,1513664,1388131,1342579
PEOPLES NATIONAL BANK OF KEWANEE,Kewanee,IL,61443,9/30/2019,2019,91,360662,60815,360662,306752,302392
PEOPLES NATIONAL BANK OF KEWANEE,Kewanee,IL,61443,9/30/2020,2020,86,410215,69199,410215,354755,347451
PEOPLES NATIONAL BANK OF KEWANEE,Kewanee,IL,61443,9/30/2021,2021,90,565691,69127,565691,508831,500228
PEOPLES STATE BANK OF COLFAX,Colfax,IL,61728,9/30/2019,2019,6,34797,9743,34797,30416,30268
PEOPLES STATE BANK OF COLFAX,Colfax,IL,61728,9/30/2020,2020,7,41438,17517,41438,36943,34779
PEOPLES STATE BANK OF COLFAX,Colfax,IL,61728,9/30/2021,2021,8,41597,13722,41597,36885,36735
PEOPLESBANK,Holyoke,MA,1040,9/30/2019,2019,303,2926907,119533,2926908,2631466,2064134
PEOPLESBANK,Holyoke,MA,1040,9/30/2020,2020,298,3233477,218376,3233478,2933754,2244872
PEOPLESBANK,Holyoke,MA,1040,9/30/2021,2021,304,3439206,157143,3439206,3107252,2988973
PERU FEDERAL SAVINGS BANK,Peru,IL,61354,9/30/2019,2019,24,150695,12997,150695,129408,128615
